10,1.7818186283111572
20,2.9734621047973633
30,10.3074471950531
40,7.081668376922607
50,28.923956632614136
60,35.81706142425537
70,48.49910116195679
80,72.24101495742798
90,117.60319924354553
100,164.0764491558075
110,225.44071674346924
120,322.89337396621704
130,399.8978111743927
140,541.9144921302795
150,636.6666026115417
160,743.6885747909546
170,863.9555611610413
180,949.7978208065033
190,1148.8792850971222
200,1572.8282935619354
210,1809.9834804534912
220,2195.6917691230774
230,2548.7197167873383
240,2927.738621711731
250,3337.3569214344025
260,3657.3584146499634
270,4334.215352773666
280,5221.344029664993
290,6314.048235416412
300,6653.612601280212
