10,1.096510410308838
20,3.9585649967193604
30,10.662529468536377
40,11.396151304244995
50,34.83713436126709
60,78.67410063743591
70,118.9706494808197
80,179.84672236442566
90,246.0522608757019
100,360.6931161880493
110,443.66588282585144
120,197.85639882087708
130,388.36315751075745
140,513.3171792030334
150,750.9209277629852
160,923.3044891357422
170,1203.2876501083374
180,220.17487382888794
190,620.7726097106934
200,890.512815952301
210,891.1633114814758
220,409.7035343647003
230,985.8144094944
240,1580.9413080215454
250,2304.8001556396484
260,3195.503521680832
